Maze Type, Resolution, Solving Time, Short Corridors, Medium Corridors, Long Corridors, Seed
RecursiveDivision,256x256,257,2327,37904,0,0,806013444
RecursiveDivision,256x256,824,4095,37562,1,0,61246824
RecursiveDivision,256x256,607,8262,37744,0,0,33997745
RecursiveDivision,256x256,230,1331,37762,1,0,7464313
RecursiveDivision,256x256,454,9255,37731,2,0,501573750
RecursiveDivision,256x256,756,5155,37754,1,0,747725993
RecursiveDivision,256x256,467,9947,37827,0,0,174752491
RecursiveDivision,256x256,292,7017,37802,0,0,104171283
RecursiveDivision,256x256,697,258,37702,0,0,863498645
RecursiveDivision,256x256,227,1194,37760,0,0,390647958
RecursiveDivision,256x256,552,8793,37579,2,0,952568171
RecursiveDivision,256x256,628,0975,37632,1,0,354727457
RecursiveDivision,256x256,157,8751,37682,1,0,48186268
RecursiveDivision,256x256,447,9294,37840,2,0,252740675
RecursiveDivision,256x256,707,2525,37704,1,0,661816826
RecursiveDivision,256x256,227,9129,37541,1,0,451161170
RecursiveDivision,256x256,889,183,37718,0,0,231821642
RecursiveDivision,256x256,153,3051,37481,4,0,134982339
RecursiveDivision,256x256,556,9534,37641,0,1,764068351
RecursiveDivision,256x256,479,3091,37841,0,0,76576225
RecursiveDivision,256x256,275,4974,37385,1,1,586619512
RecursiveBacktracker,16x16,0,1296997,0,87,36,110917141
RecursiveBacktracker,16x16,0,1525879,0,93,34,924267663
RecursiveBacktracker,16x16,0,1831055,0,108,30,223060434
RecursiveBacktracker,16x16,0,4196167,0,103,32,734910326
RecursiveBacktracker,16x16,0,1373291,0,92,30,166285582
RecursiveBacktracker,16x16,0,541687,0,110,27,989263138
RecursiveBacktracker,16x16,0,1678467,0,104,29,319604995
RecursiveBacktracker,16x16,0,09918213,0,105,29,454942656
RecursiveBacktracker,16x16,0,4806519,0,112,29,886162578
RecursiveBacktracker,16x16,0,2059937,0,100,29,376194186
RecursiveBacktracker,16x16,0,2059937,0,108,28,171514420
RecursiveBacktracker,16x16,0,1525879,0,113,25,743522661
RecursiveBacktracker,16x16,0,06866455,0,94,35,409287487
RecursiveBacktracker,16x16,0,08392334,0,90,32,558849978
RecursiveBacktracker,16x16,0,2670288,0,101,27,436051835
RecursiveBacktracker,16x16,0,1144409,0,95,32,392854145
RecursiveBacktracker,16x16,0,1754761,0,115,25,42087018
RecursiveBacktracker,16x16,0,1983643,0,104,27,355696365
RecursiveBacktracker,16x16,0,1449585,0,124,24,737788747
RecursiveBacktracker,16x16,0,1678467,0,102,32,65500833
RecursiveBacktracker,16x16,0,2059937,0,104,28,447548245
RecursiveBacktracker,16x16,0,1449585,0,97,33,802759646
RecursiveBacktracker,16x16,0,2593994,0,104,34,159858651
RecursiveBacktracker,16x16,0,1296997,0,122,24,9185006
RecursiveBacktracker,16x16,0,1831055,0,106,28,220103204
RecursiveBacktracker,16x16,0,09155273,0,85,36,949037189
RecursiveBacktracker,16x16,0,2441406,0,116,26,237754669
RecursiveBacktracker,16x16,0,2746582,0,92,33,349466236
RecursiveBacktracker,16x16,0,3433228,0,105,32,198530258
RecursiveBacktracker,16x16,0,1525879,0,102,31,164475542
RecursiveBacktracker,16x16,0,2212524,0,103,30,80561517
RecursiveBacktracker,16x16,0,09155273,0,105,32,514399694
RecursiveBacktracker,16x16,0,3509521,0,96,31,700753565
RecursiveBacktracker,16x16,0,2365112,0,89,28,3666660
RecursiveBacktracker,16x16,0,1373291,0,97,33,663843039
RecursiveBacktracker,16x16,0,25177,0,113,23,458545991
RecursiveBacktracker,16x16,0,2746582,0,98,31,533195663
RecursiveBacktracker,16x16,0,07629395,0,93,31,562599479
RecursiveBacktracker,16x16,0,289917,0,92,31,460241154
RecursiveBacktracker,16x16,0,2288818,0,107,26,38727095
RecursiveBacktracker,16x16,0,2670288,0,112,27,858881126
RecursiveBacktracker,16x16,0,09155273,0,95,30,727941599
RecursiveBacktracker,16x16,0,2746582,0,108,27,111396241
RecursiveBacktracker,16x16,0,06866455,0,109,23,813264717
RecursiveBacktracker,16x16,0,3204346,0,104,30,359934600
RecursiveBacktracker,16x16,0,1220703,0,94,31,683195939
RecursiveBacktracker,16x16,0,09918213,0,99,27,128855550
RecursiveBacktracker,16x16,0,213623,0,103,32,798568521
RecursiveBacktracker,16x16,0,06103516,0,97,33,165133002
RecursiveBacktracker,16x16,0,2365112,0,91,34,804072460
RecursiveBacktracker,16x16,2,7771,0,96,34,169526513
RecursiveBacktracker,16x16,0,08392334,0,94,30,573277548
RecursiveBacktracker,16x16,0,3433228,0,98,29,725536849
RecursiveBacktracker,16x16,0,2746582,0,87,35,200442958
RecursiveBacktracker,16x16,0,2365112,0,110,26,50628349
RecursiveBacktracker,16x16,0,2975464,0,89,37,347459021
RecursiveBacktracker,16x16,0,328064,0,108,29,727016714
RecursiveBacktracker,16x16,0,328064,0,96,30,152727612
RecursiveBacktracker,16x16,0,2746582,0,99,32,20168221
RecursiveBacktracker,16x16,0,2059937,0,86,32,506744938
RecursiveBacktracker,16x16,0,2822876,0,100,31,237088095
RecursiveBacktracker,16x16,0,09918213,0,94,34,323182207
RecursiveBacktracker,16x16,0,3356934,0,96,32,837472663
RecursiveBacktracker,16x16,0,1907349,0,94,32,70487934
RecursiveBacktracker,16x16,0,09918213,0,98,35,616427075
RecursiveBacktracker,16x16,0,2593994,0,97,31,30381077
RecursiveBacktracker,16x16,0,1373291,0,86,36,820993152
RecursiveBacktracker,16x16,0,09155273,0,101,31,288330744
RecursiveBacktracker,16x16,0,1983643,0,95,32,413778999
RecursiveBacktracker,16x16,0,05340576,0,111,29,370162499
RecursiveBacktracker,16x16,0,06866455,0,88,37,271207181
RecursiveBacktracker,16x16,0,09155273,0,105,31,258756825
RecursiveBacktracker,16x16,0,1754761,0,88,34,457537704
RecursiveBacktracker,16x16,0,3204346,0,106,32,795579310
RecursiveBacktracker,16x16,0,04577637,0,107,27,161344712
RecursiveBacktracker,16x16,0,3585815,0,103,28,202965207
RecursiveBacktracker,16x16,0,1602173,0,107,32,507703795
RecursiveBacktracker,16x16,0,2593994,0,105,32,762626879
RecursiveBacktracker,16x16,0,3509521,0,110,30,933970176
RecursiveBacktracker,16x16,0,2441406,0,97,32,174968649
RecursiveBacktracker,16x16,0,1296997,0,112,28,761869834
RecursiveBacktracker,16x16,0,1296997,0,101,33,886671135
RecursiveBacktracker,16x16,0,1602173,0,98,34,572009360
RecursiveBacktracker,16x16,0,2059937,0,109,27,896643563
RecursiveBacktracker,16x16,0,07629395,0,87,34,597053864
RecursiveBacktracker,16x16,0,289917,0,112,29,506315695
RecursiveBacktracker,16x16,0,09155273,0,101,30,140878019
RecursiveBacktracker,16x16,0,1144409,0,106,29,912285631
RecursiveBacktracker,16x16,0,25177,0,101,29,173637861
RecursiveBacktracker,16x16,0,1678467,0,103,29,956487284
RecursiveBacktracker,16x16,0,2593994,0,116,31,695613628
RecursiveBacktracker,16x16,0,05340576,0,99,28,248850125
RecursiveBacktracker,16x16,0,09918213,0,111,28,469276861
RecursiveBacktracker,16x16,0,07629395,0,105,28,120217604
RecursiveBacktracker,16x16,0,3128052,0,120,27,440370913
RecursiveBacktracker,16x16,0,1220703,0,88,35,412867934
RecursiveBacktracker,16x16,0,289917,0,110,30,252892951
RecursiveBacktracker,16x16,0,2212524,0,110,27,654499604
RecursiveBacktracker,16x16,2,868652,0,94,28,173118776
RecursiveBacktracker,16x16,0,3356934,0,81,31,281607459
RecursiveBacktracker,32x32,0,8010864,231,273,3,640584284
RecursiveBacktracker,32x32,1,76239,278,258,5,650625828
RecursiveBacktracker,32x32,5,2948,297,252,1,466745327
RecursiveBacktracker,32x32,5,889893,290,252,2,328692400
RecursiveBacktracker,32x32,0,6484985,258,247,4,194196171
RecursiveBacktracker,32x32,2,02179,292,261,1,939566557
RecursiveBacktracker,32x32,4,592896,261,269,2,368261969
RecursiveBacktracker,32x32,1,838684,307,243,2,316797684
RecursiveBacktracker,32x32,4,882813,319,242,5,381212995
RecursiveBacktracker,32x32,6,385803,275,246,3,198160737
RecursiveBacktracker,32x32,3,578186,297,259,2,117533760
RecursiveBacktracker,32x32,3,158569,288,255,5,186328783
RecursiveBacktracker,32x32,0,9231567,279,262,2,287989550
RecursiveBacktracker,32x32,4,631042,264,263,2,78500919
RecursiveBacktracker,32x32,3,829956,257,259,3,562885350
RecursiveBacktracker,32x32,9,864807,279,263,5,947120863
RecursiveBacktracker,32x32,7,835388,285,257,2,161818289
RecursiveBacktracker,32x32,8,804321,250,254,6,496905095
RecursiveBacktracker,32x32,2,906799,279,261,4,708226631
RecursiveBacktracker,32x32,0,3433228,301,258,1,232061870
RecursiveBacktracker,32x32,0,2441406,285,258,2,584443662
RecursiveBacktracker,32x32,0,3967285,261,263,4,570037799
RecursiveBacktracker,32x32,2,357483,284,253,4,880115808
RecursiveBacktracker,32x32,0,9078979,286,253,4,292859750
RecursiveBacktracker,32x32,0,3814697,270,262,1,254567768
RecursiveBacktracker,32x32,0,3585815,292,247,1,220138757
RecursiveBacktracker,32x32,4,981995,265,261,3,160547839
RecursiveBacktracker,32x32,6,530762,314,261,0,314849592
RecursiveBacktracker,32x32,5,203247,299,253,3,797961944
RecursiveBacktracker,32x32,2,471924,282,264,5,204525328
RecursiveBacktracker,32x32,8,865356,282,263,4,915404925
RecursiveBacktracker,32x32,0,5569458,273,253,4,797250374
RecursiveBacktracker,32x32,5,638123,273,270,4,48652892
RecursiveBacktracker,32x32,3,074646,302,239,5,987189102
RecursiveBacktracker,32x32,0,50354,316,247,1,224812713
RecursiveBacktracker,32x32,3,013611,280,253,5,882964035
RecursiveBacktracker,32x32,8,163452,290,259,2,705081816
RecursiveBacktracker,32x32,0,8087158,302,245,5,977183746
RecursiveBacktracker,32x32,0,8544922,267,262,4,232623384
RecursiveBacktracker,32x32,0,5187988,282,255,4,217624671
RecursiveBacktracker,32x32,3,166199,286,257,2,244356498
RecursiveBacktracker,32x32,0,7476807,285,254,4,92100940
RecursiveBacktracker,32x32,6,813049,274,244,3,937512100
RecursiveBacktracker,32x32,0,4959106,309,231,7,886894549
RecursiveBacktracker,32x32,5,53894,289,247,2,532593609
RecursiveBacktracker,32x32,2,632141,272,248,3,258281002
RecursiveBacktracker,32x32,3,089905,287,256,3,57697108
RecursiveBacktracker,32x32,7,331848,303,254,2,110792201
RecursiveBacktracker,32x32,5,455017,279,269,1,936827116
RecursiveBacktracker,32x32,8,010864,265,250,5,745749383
RecursiveBacktracker,32x32,2,227783,282,255,1,88941418
RecursiveBacktracker,32x32,5,889893,302,258,1,193999087
RecursiveBacktracker,32x32,0,8163452,273,259,5,929796242
RecursiveBacktracker,32x32,3,791809,261,258,5,223620621
RecursiveBacktracker,32x32,0,4272461,272,254,2,158538955
RecursiveBacktracker,32x32,10,25391,275,250,4,502624762
RecursiveBacktracker,32x32,2,998352,281,255,2,664801828
RecursiveBacktracker,32x32,3,700256,259,253,4,453058072
RecursiveBacktracker,32x32,8,880615,277,258,1,570841375
RecursiveBacktracker,32x32,2,555847,294,250,1,93109393
RecursiveBacktracker,32x32,3,112793,272,245,4,688966075
RecursiveBacktracker,32x32,3,578186,307,262,0,524607619
RecursiveBacktracker,32x32,2,166748,276,260,4,18221609
RecursiveBacktracker,32x32,0,4653931,288,243,2,530707180
RecursiveBacktracker,32x32,2,883911,294,246,3,637263352
RecursiveBacktracker,32x32,7,339478,298,238,3,304368897
RecursiveBacktracker,32x32,0,2441406,280,257,4,638206482
RecursiveBacktracker,32x32,2,838135,277,253,4,553541686
RecursiveBacktracker,32x32,0,7171631,281,259,2,317279386
RecursiveBacktracker,32x32,3,059387,312,224,5,532963407
RecursiveBacktracker,32x32,9,994507,259,265,3,981806402
RecursiveBacktracker,32x32,2,578735,259,266,4,24089243
RecursiveBacktracker,32x32,11,2915,270,273,2,988691113
RecursiveBacktracker,32x32,2,891541,286,259,4,395316631
RecursiveBacktracker,32x32,3,143311,284,273,3,7332032
RecursiveBacktracker,32x32,3,715515,309,247,4,219984514
RecursiveBacktracker,32x32,8,201599,302,252,0,928830207
RecursiveBacktracker,32x32,0,5187988,266,269,4,93207197
RecursiveBacktracker,32x32,4,684448,313,248,2,80063149
RecursiveBacktracker,32x32,9,780884,282,245,7,751741769
RecursiveBacktracker,32x32,5,775452,295,258,3,728874649
RecursiveBacktracker,32x32,2,975464,288,242,3,807213902
RecursiveBacktracker,32x32,7,911682,270,241,5,769477191
RecursiveBacktracker,32x32,5,310059,271,252,4,456757327
RecursiveBacktracker,32x32,5,79071,296,252,3,144014294
RecursiveBacktracker,32x32,0,4348755,263,255,2,985780198
RecursiveBacktracker,32x32,9,239197,281,253,3,539823572
RecursiveBacktracker,32x32,3,639221,257,269,4,423848356
RecursiveBacktracker,32x32,2,754211,281,261,5,31133233
RecursiveBacktracker,32x32,2,998352,310,234,5,461710035
RecursiveBacktracker,32x32,0,3585815,299,252,4,669196257
RecursiveBacktracker,32x32,3,196716,304,247,4,447302089
RecursiveBacktracker,32x32,0,3356934,272,250,4,929107897
RecursiveBacktracker,32x32,2,204895,307,250,2,431312237
RecursiveBacktracker,32x32,3,059387,275,250,5,125635309
RecursiveBacktracker,32x32,0,3128052,270,270,2,390419230
RecursiveBacktracker,32x32,6,500244,282,267,3,462831982
RecursiveBacktracker,32x32,0,2212524,281,259,2,56845106
RecursiveBacktracker,32x32,4,882813,243,273,2,27054140
RecursiveBacktracker,32x32,2,861023,293,259,4,307584034
RecursiveBacktracker,64x64,41,47339,2079,98,0,3487914
RecursiveBacktracker,64x64,79,14734,2082,99,0,635331433
RecursiveBacktracker,64x64,35,21729,2152,88,0,314702778
RecursiveBacktracker,64x64,31,22711,2123,84,0,113610981
RecursiveBacktracker,64x64,62,71362,2102,99,0,130118960
RecursiveBacktracker,64x64,36,06415,2083,108,0,133472220
RecursiveBacktracker,64x64,86,60126,2125,90,0,467115171
RecursiveBacktracker,64x64,54,5578,2121,87,0,76473776
RecursiveBacktracker,64x64,60,20355,2086,95,0,205623703
RecursiveBacktracker,64x64,38,33771,2075,95,0,917579293
RecursiveBacktracker,64x64,5,325317,2057,94,0,514560218
RecursiveBacktracker,64x64,17,35687,2097,91,0,603001557
RecursiveBacktracker,64x64,3,562927,2057,106,0,369419473
RecursiveBacktracker,64x64,44,69299,2072,104,0,669598086
RecursiveBacktracker,64x64,8,575439,2092,93,0,73366703
RecursiveBacktracker,64x64,14,05334,2094,94,0,825653071
RecursiveBacktracker,64x64,37,33063,2168,79,0,178936430
RecursiveBacktracker,64x64,35,2478,2081,96,0,109943657
RecursiveBacktracker,64x64,11,58142,2151,80,0,103660860
RecursiveBacktracker,64x64,3,02124,2173,79,0,842348406
RecursiveBacktracker,64x64,52,91748,2058,101,0,649560372
RecursiveBacktracker,64x64,5,973816,2079,97,0,110229233
RecursiveBacktracker,64x64,66,93268,2071,87,0,170568334
RecursiveBacktracker,64x64,42,72461,2079,96,0,651806157
RecursiveBacktracker,64x64,48,96545,2110,90,0,46259119
RecursiveBacktracker,64x64,49,08752,2154,92,0,469955508
RecursiveBacktracker,64x64,46,27991,2048,107,0,57713211
RecursiveBacktracker,64x64,29,31976,2107,96,0,406937574
RecursiveBacktracker,64x64,64,99481,2103,95,0,255903745
RecursiveBacktracker,64x64,3,448486,2088,107,0,304181220
RecursiveBacktracker,64x64,43,38074,2073,99,0,57790521
RecursiveBacktracker,64x64,28,93066,2055,97,0,764824563
RecursiveBacktracker,64x64,33,50067,2106,101,0,667705105
RecursiveBacktracker,64x64,43,16711,2032,101,0,383738844
RecursiveBacktracker,64x64,60,70709,2170,86,0,414758007
RecursiveBacktracker,64x64,43,06793,2079,97,0,136238475
RecursiveBacktracker,64x64,19,95087,2135,83,0,147579657
RecursiveBacktracker,64x64,48,84338,2128,81,0,433343585
RecursiveBacktracker,64x64,39,25323,2109,84,0,898419642
RecursiveBacktracker,64x64,34,37805,2092,101,0,676537450
RecursiveBacktracker,64x64,8,552551,2144,97,0,493138449
RecursiveBacktracker,64x64,57,31964,2110,101,0,384816273
RecursiveBacktracker,64x64,1,998901,2190,79,0,74079961
RecursiveBacktracker,64x64,1,38092,2073,99,0,13458250
RecursiveBacktracker,64x64,70,17517,2063,98,0,80107263
RecursiveBacktracker,64x64,32,52411,2122,94,0,496572739
RecursiveBacktracker,64x64,56,80847,2152,85,0,705325029
RecursiveBacktracker,64x64,41,19873,2159,81,0,780286620
RecursiveBacktracker,64x64,4,745483,2178,77,0,783454903
RecursiveBacktracker,64x64,26,58081,2070,102,0,763159724
RecursiveBacktracker,64x64,4,547119,2072,100,0,94493951
RecursiveBacktracker,64x64,14,12201,2100,91,0,614196123
RecursiveBacktracker,64x64,33,50067,2119,92,0,623682827
RecursiveBacktracker,64x64,24,69635,2066,96,0,131235300
RecursiveBacktracker,64x64,8,880615,2132,84,0,145318362
RecursiveBacktracker,64x64,31,23474,2114,94,0,873751516
RecursiveBacktracker,64x64,52,14691,2084,108,0,886135288
RecursiveBacktracker,64x64,5,241394,2127,96,0,468487051
RecursiveBacktracker,64x64,68,51959,2159,84,0,298180561
RecursiveBacktracker,64x64,47,69897,2181,82,0,337133526
RecursiveBacktracker,64x64,17,82227,2115,103,0,774176202
RecursiveBacktracker,64x64,22,92633,2122,100,0,606650518
RecursiveBacktracker,64x64,26,6571,2124,95,0,188199315
RecursiveBacktracker,64x64,73,32611,2099,105,0,961431547
RecursiveBacktracker,64x64,37,81891,2116,84,0,761056670
RecursiveBacktracker,64x64,60,82916,2110,96,0,493077099
RecursiveBacktracker,64x64,3,326416,2137,93,0,447432245
RecursiveBacktracker,64x64,58,7616,2117,90,0,173802694
RecursiveBacktracker,64x64,26,49689,2130,88,0,39743124
RecursiveBacktracker,64x64,27,21405,2138,98,0,28304045
RecursiveBacktracker,64x64,53,19214,2009,117,0,418244982
RecursiveBacktracker,64x64,9,803772,2186,77,0,206690136
RecursiveBacktracker,64x64,51,75781,2099,102,0,599233784
RecursiveBacktracker,64x64,28,69415,2087,102,0,298899267
RecursiveBacktracker,64x64,67,83295,2074,108,0,759308484
RecursiveBacktracker,64x64,8,003235,2086,103,0,252044970
RecursiveBacktracker,64x64,41,38947,2119,97,0,581111944
RecursiveBacktracker,64x64,41,29028,2126,88,0,917479266
RecursiveBacktracker,64x64,12,03918,2076,121,0,707788945
RecursiveBacktracker,64x64,39,54315,2091,97,0,67958136
RecursiveBacktracker,64x64,41,47339,2092,98,0,784077381
RecursiveBacktracker,64x64,69,65637,2095,91,0,180985459
RecursiveBacktracker,64x64,18,02063,2075,104,0,908141884
RecursiveBacktracker,64x64,32,69196,2153,98,0,941789020
RecursiveBacktracker,64x64,43,28156,2111,85,0,37938365
RecursiveBacktracker,64x64,56,77795,2061,100,0,798098887
RecursiveBacktracker,64x64,67,00134,2082,95,0,647786925
RecursiveBacktracker,64x64,46,32568,2115,103,0,402550445
RecursiveBacktracker,64x64,41,61835,2117,88,0,427016262
RecursiveBacktracker,64x64,18,73779,2104,89,0,518842442
RecursiveBacktracker,64x64,35,5835,2066,99,0,336778127
RecursiveBacktracker,64x64,26,74866,2062,102,0,623611094
RecursiveBacktracker,64x64,31,98242,2073,109,0,850811284
RecursiveBacktracker,64x64,14,80103,2121,98,0,63761354
RecursiveBacktracker,64x64,16,0141,2111,97,0,76395857
RecursiveBacktracker,64x64,70,09888,2108,93,0,47165520
RecursiveBacktracker,64x64,49,74365,2089,108,0,132027760
RecursiveBacktracker,64x64,6,67572,2079,100,0,693190065
RecursiveBacktracker,64x64,11,4212,2103,101,0,670828891
RecursiveBacktracker,64x64,19,3634,2160,83,0,572579431
RecursiveBacktracker,128x128,556,0989,8915,4,0,841406795
RecursiveBacktracker,128x128,41,91589,8956,3,0,141435964
RecursiveBacktracker,128x128,656,5857,8867,4,0,111380188
RecursiveBacktracker,128x128,184,4482,8867,5,0,517777656
RecursiveBacktracker,128x128,534,7137,8861,3,0,291786514
RecursiveBacktracker,128x128,93,56689,8820,8,0,619224604
RecursiveBacktracker,128x128,76,78986,8902,7,0,597718320
RecursiveBacktracker,128x128,496,4371,8847,7,0,204905185
RecursiveBacktracker,128x128,517,5705,9014,7,0,391557902
RecursiveBacktracker,128x128,277,5726,8915,2,0,626207420
RecursiveBacktracker,128x128,117,5003,8823,3,0,604498544
RecursiveBacktracker,128x128,161,1862,8906,5,0,146773883
RecursiveBacktracker,128x128,455,2231,8907,3,0,849728520
RecursiveBacktracker,128x128,517,1204,8830,4,0,227205958
RecursiveBacktracker,128x128,516,3498,8934,4,0,99335511
RecursiveBacktracker,128x128,51,96381,8917,5,0,430984644
RecursiveBacktracker,128x128,498,5733,8856,2,0,479856857
RecursiveBacktracker,128x128,335,1212,8879,4,0,277961965
RecursiveBacktracker,128x128,330,0018,8958,3,0,415717845
RecursiveBacktracker,128x128,479,6219,8931,3,0,349875962
RecursiveBacktracker,128x128,89,46228,8789,2,0,482702988
RecursiveBacktracker,128x128,558,1055,8870,4,0,617536259
RecursiveBacktracker,128x128,94,10858,8897,8,0,864528197
RecursiveBacktracker,128x128,205,7037,8909,5,0,576136735
RecursiveBacktracker,128x128,689,3692,8946,1,0,180695563
RecursiveBacktracker,128x128,211,2579,8965,1,0,146625924
RecursiveBacktracker,128x128,30,28107,8837,4,0,268269193
RecursiveBacktracker,128x128,466,2399,8785,7,0,333757307
RecursiveBacktracker,128x128,568,2068,8879,2,0,925093668
RecursiveBacktracker,128x128,260,5209,8866,5,0,793166355
RecursiveBacktracker,128x128,562,7594,8861,3,0,732554174
RecursiveBacktracker,128x128,511,1389,8822,5,0,393310578
RecursiveBacktracker,128x128,57,44171,8956,4,0,654148051
RecursiveBacktracker,128x128,132,431,8922,2,0,964154020
RecursiveBacktracker,128x128,45,21179,8917,3,0,777322850
RecursiveBacktracker,128x128,749,4278,8829,3,0,783135873
RecursiveBacktracker,128x128,48,3551,8937,4,0,931844843
RecursiveBacktracker,128x128,427,1317,8924,8,0,680654401
RecursiveBacktracker,128x128,431,3507,8900,4,0,218709196
RecursiveBacktracker,128x128,73,34137,8817,5,0,46770570
RecursiveBacktracker,128x128,570,015,8885,2,0,121461426
RecursiveBacktracker,128x128,656,5704,8982,1,0,472250034
RecursiveBacktracker,128x128,676,1093,8759,3,0,270387743
RecursiveBacktracker,128x128,465,3091,8831,3,0,781438433
RecursiveBacktracker,128x128,182,1671,8877,4,0,864165923
RecursiveBacktracker,128x128,684,3414,8899,7,0,730998763
RecursiveBacktracker,128x128,60,69183,8899,10,0,209767144
RecursiveBacktracker,128x128,918,8385,8858,5,0,127948481
RecursiveBacktracker,128x128,461,4182,8867,5,0,993953581
RecursiveBacktracker,128x128,40,44342,8880,5,0,822364777
RecursiveBacktracker,128x128,244,1635,8884,5,0,851294369
RecursiveBacktracker,128x128,339,3173,8904,2,0,65216909
RecursiveBacktracker,128x128,645,1187,8876,4,0,210279790
RecursiveBacktracker,128x128,205,8487,8926,1,0,903537116
RecursiveBacktracker,128x128,312,3093,8899,3,0,777940207
RecursiveBacktracker,128x128,597,7402,8779,5,0,73596596
RecursiveBacktracker,128x128,627,7466,8759,2,0,869078787
RecursiveBacktracker,128x128,430,5878,8957,3,0,192225282
RecursiveBacktracker,128x128,764,9002,8987,3,0,335522890
RecursiveBacktracker,128x128,619,0414,8843,4,0,493339878
RecursiveBacktracker,128x128,352,1423,8935,3,0,31412950
RecursiveBacktracker,128x128,92,75055,8941,6,0,339835886
RecursiveBacktracker,128x128,122,7264,8909,7,0,146935462
RecursiveBacktracker,128x128,523,613,8913,5,0,660581194
RecursiveBacktracker,128x128,146,4005,8861,1,0,517576446
RecursiveBacktracker,128x128,606,6284,8924,3,0,561995984
RecursiveBacktracker,128x128,346,817,8832,6,0,270720192
RecursiveBacktracker,128x128,584,9609,8896,5,0,44218138
RecursiveBacktracker,128x128,93,03284,8797,5,0,348873170
RecursiveBacktracker,128x128,286,9568,8956,3,0,712344754
RecursiveBacktracker,128x128,125,6561,8817,8,0,323138507
RecursiveBacktracker,128x128,83,61816,8834,3,0,13324790
RecursiveBacktracker,128x128,688,7436,8852,1,0,666296800
RecursiveBacktracker,128x128,393,0817,8889,0,0,713445754
RecursiveBacktracker,128x128,554,1992,8912,4,0,230397345
RecursiveBacktracker,128x128,642,662,8922,2,0,920048010
RecursiveBacktracker,128x128,13,20648,8873,2,0,322991880
RecursiveBacktracker,128x128,337,7457,8949,3,0,484424748
RecursiveBacktracker,128x128,569,7708,8823,8,0,897136588
RecursiveBacktracker,128x128,134,1858,8798,6,0,449972506
RecursiveBacktracker,128x128,641,6931,8895,5,0,552210806
RecursiveBacktracker,128x128,34,5993,8859,7,0,747055016
RecursiveBacktracker,128x128,711,8759,8795,3,0,25166504
RecursiveBacktracker,128x128,501,8158,8909,8,0,453524742
RecursiveBacktracker,128x128,340,7898,8903,2,0,945535802
RecursiveBacktracker,128x128,585,2737,8993,4,0,520648410
RecursiveBacktracker,128x128,150,3372,8832,6,0,308455840
RecursiveBacktracker,128x128,591,4917,8781,3,0,45196673
RecursiveBacktracker,128x128,686,1954,8882,5,0,223318328
RecursiveBacktracker,128x128,65,59753,8916,1,0,677497059
RecursiveBacktracker,128x128,616,1118,8926,4,0,271080405
RecursiveBacktracker,128x128,180,5344,8893,7,0,695208583
RecursiveBacktracker,128x128,277,1149,8830,4,0,657863909
RecursiveBacktracker,128x128,366,8823,8952,4,0,120953646
RecursiveBacktracker,128x128,311,5234,8919,4,0,224570435
RecursiveBacktracker,128x128,49,61395,8933,4,0,172233141
RecursiveBacktracker,128x128,440,4907,8917,5,0,102128584
RecursiveBacktracker,128x128,526,68,8896,3,0,650748103
RecursiveBacktracker,128x128,602,066,8787,2,0,791262663
RecursiveBacktracker,128x128,32,50122,8859,7,0,307338373
RecursiveBacktracker,256x256,945,6253,35579,0,0,295986777
RecursiveBacktracker,256x256,8697,182,35808,0,0,722268062
RecursiveBacktracker,256x256,1005,539,35822,0,0,910455153
RecursiveBacktracker,256x256,3117,05,35872,0,0,416064016
RecursiveBacktracker,256x256,5789,154,35602,0,0,303521796
RecursiveBacktracker,256x256,1829,224,35506,0,0,764375601
RecursiveBacktracker,256x256,9532,257,35773,0,0,272033206
RecursiveBacktracker,256x256,1213,44,35510,0,0,216959893
RecursiveBacktracker,256x256,5556,793,35832,0,0,360533138
RecursiveBacktracker,256x256,2871,384,35908,0,0,258761601
RecursiveBacktracker,256x256,8250,9,35617,0,0,637311135
RecursiveBacktracker,256x256,2577,82,35696,0,0,842395737
RecursiveBacktracker,256x256,8678,055,35777,0,0,285190133
RecursiveBacktracker,256x256,6994,156,35447,0,0,946045069
RecursiveBacktracker,256x256,3704,681,35704,0,0,765932258
RecursiveBacktracker,256x256,6654,877,35607,0,0,732959532
RecursiveBacktracker,256x256,7617,752,35632,0,0,363926627
RecursiveBacktracker,256x256,10154,68,35677,0,0,194053752
RecursiveBacktracker,256x256,5822,144,35779,0,0,13585413
RecursiveBacktracker,256x256,8760,208,35669,0,0,860450176
RecursiveBacktracker,256x256,3814,911,35533,0,0,359133581
RecursiveBacktracker,256x256,1781,586,35772,0,0,326199101
RecursiveBacktracker,256x256,6434,356,35693,0,0,107221183
RecursiveBacktracker,256x256,3016,403,35489,0,0,934863149
RecursiveBacktracker,256x256,3062,378,35538,0,0,256524301
RecursiveBacktracker,256x256,4088,257,35675,0,0,877531233
RecursiveBacktracker,256x256,4526,184,35645,0,0,894731888
RecursiveBacktracker,256x256,5604,278,35660,0,0,227864221
RecursiveBacktracker,256x256,6725,372,35642,0,0,786567286
RecursiveBacktracker,256x256,7971,1,35786,0,0,416105844
RecursiveBacktracker,256x256,6177,887,35585,0,0,144123703
RecursiveBacktracker,256x256,3448,639,35745,0,0,192731135
RecursiveBacktracker,256x256,6754,15,35649,0,0,171543062
